id,created_date,modified_date,person_id,event_id,timeslot_id,sponsor_id,status,attended,referrer_id,custom_signup_field_values
1443857,1569846185,1569949630,774614,110421,696459,1391,CANCELLED,,,[]
1444079,1569853991,1605723133,774711,110421,696459,1391,REGISTERED,True,,[]
1444341,1569858181,1570066238,774842,110421,696459,1391,CONFIRMED,,,[]
1447246,1569894705,1605727455,776106,110421,696459,1391,REGISTERED,False,,[]
1448762,1569948129,1605722520,549365,110421,696459,1391,REGISTERED,False,,[]
1451044,1569972652,1570066256,777653,110421,696459,1391,REGISTERED,,,[]
,1565384086,1566091808,25306,,,1391,,,,[]
,1565557808,1565569053,129393,,,1391,,,,[]
,1565664982,1566093468,665461,,,1391,,,,[]
,1565888795,1565958754,670248,,,1391,,,,[]
1287367,1567129749,1567465211,699438,115864,635482,1391,REGISTERED,,,[]
1287525,1567130857,1567465211,252503,115864,635482,1391,REGISTERED,,,[]
1287563,1567131257,1567465211,699560,115864,635482,1391,REGISTERED,,,[]
1287955,1567135490,1567450275,699783,115864,635482,1391,CANCELLED,,,[]
1289273,1567177573,1567465212,700557,115864,635482,1391,REGISTERED,,,[]
1294384,1567302517,1567465213,703257,115864,635482,1391,REGISTERED,,,[]
1297599,1567446258,1605726958,704832,115864,635482,1391,REGISTERED,True,,[]
1298765,1567464152,1605723137,99904,116366,637676,,REGISTERED,True,,[]
1394425,1568935597,1570586549,691372,116366,637676,,REGISTERED,,,[]
1433421,1569596108,1605722841,769684,116366,637676,1391,REGISTERED,True,,[]
1433602,1569598904,1605722843,764236,116366,637676,1391,REGISTERED,False,,[]
1433927,1569603422,1605725649,323382,116366,637676,1391,CONFIRMED,True,,[]
1436507,1569637306,1570586587,558151,116366,637676,1391,CONFIRMED,,,[]
1448435,1569943194,1570586594,248460,116366,637676,1391,REGISTERED,,,[]
1449146,1569952735,1570586596,670640,116366,637676,1391,REGISTERED,,,[]
1451355,1569975077,1570586603,128486,116366,637676,1391,REGISTERED,,,[]
1453491,1570022987,1605723461,741755,116366,637676,1391,REGISTERED,True,,[]
1453857,1570028784,1570586607,94123,116366,637676,1391,REGISTERED,,,[]
1459034,1570105912,1570586620,780460,116366,637676,1391,CONFIRMED,,,[]
1459279,1570110035,1605722524,442044,116366,637676,1391,REGISTERED,False,,[]
1460805,1570128957,1605725596,781070,116366,637676,1391,CONFIRMED,True,,[]
1461802,1570139970,1570586631,781450,116366,637676,1391,REGISTERED,,,[]
1463347,1570151940,1570586634,781903,116366,637676,1391,REGISTERED,,,[]
1472682,1570403833,1570586662,325498,116366,637676,1391,REGISTERED,,,[]
1475737,1570462632,1605722523,6375,116366,637676,1391,REGISTERED,True,,[]
2469787,1580842641,1658532491,1167855,223505,1204120,1391,CONFIRMED,True,,[]
2470900,1580846338,1658532491,453792,223505,1204120,1391,CONFIRMED,True,,[]
2471714,1580849496,1581645675,1168598,223505,1204120,1391,REGISTERED,,,[]
2474309,1580857786,1581645676,663586,223505,1204120,1391,REGISTERED,,,[]
2475599,1580860852,1581645677,443104,223505,1204120,1391,REGISTERED,,,[]
2478900,1580869495,1658535549,1171291,223505,1204120,1391,REGISTERED,False,,[]
2479310,1580870531,1658532490,93081,223505,1204120,1391,CONFIRMED,False,,[]
2481222,1580878033,1581645678,1172071,223505,1204120,1391,CONFIRMED,,,[]
2481792,1580880950,1581645678,1172257,223505,1204120,1391,REGISTERED,,,[]
2507372,1580989623,1658532491,51210,223505,1204120,1391,REGISTERED,True,,[]
2507788,1580993599,1581645686,1180939,223505,1204120,1391,CONFIRMED,,,[]
2507998,1580994921,1581605477,10883,223505,1204120,1391,CANCELLED,,,[]
2508047,1580995286,1581645687,181319,223505,1204120,1391,REGISTERED,,,[]
2510216,1581001949,1581618005,775344,223505,1204120,1391,CANCELLED,,,[]
2510916,1581002910,1581645687,1182496,223505,1204120,1391,CONFIRMED,,,[]
2511249,1581003942,1581645688,1182632,223505,1204120,1391,REGISTERED,,,[]
2511942,1581005692,1658538488,444060,223505,1204120,1391,REGISTERED,False,,[]
2513596,1581010409,1581645689,1183483,223505,1204120,1391,REGISTERED,,,[]
2519053,1581022210,1581645693,1185288,223505,1204120,1391,REGISTERED,,,[]
2556002,1581120501,1581645709,442213,223505,1204120,1391,CONFIRMED,,,[]
2570540,1581170309,1581645714,6375,223505,1204120,1391,REGISTERED,,,[]
2593129,1581217151,1581645724,857320,223505,1204120,1391,CONFIRMED,,,[]
2598387,1581257941,1581645728,715698,223505,1204120,1391,CONFIRMED,,,[]
2599038,1581258995,1581645729,1216091,223505,1204120,1391,REGISTERED,,,[]
2623639,1581356930,1658538488,1225276,223505,1204120,1391,CONFIRMED,False,,[]
2631379,1581377932,1658535548,874222,223505,1204120,1391,REGISTERED,False,,[]
2641137,1581421317,1581645804,1231632,223505,1204120,1391,REGISTERED,,,[]
2643433,1581433175,1658532490,449485,223505,1204120,1391,REGISTERED,True,,[]
2648615,1581445663,1605723140,1234876,223505,1204120,1391,REGISTERED,True,,[]
2653203,1581452833,1581645815,95781,223505,1204120,1391,CONFIRMED,,,[]
2655110,1581456155,1581645817,1237622,223505,1204120,1391,REGISTERED,,,[]
2656362,1581458430,1581645817,1238222,223505,1204120,1391,REGISTERED,,,[]
2660700,1581466909,1581645824,302456,223505,1204120,1391,REGISTERED,,,[]
2661096,1581467615,1581645824,47237,223505,1204120,1391,REGISTERED,,,[]
2663679,1581472574,1581645828,386849,223505,1204120,1391,REGISTERED,,,[]
2665528,1581475813,1658538487,733191,223505,1204120,1391,REGISTERED,False,,[]
2676925,1581525860,1658532490,259821,223505,1204120,1391,REGISTERED,True,,[]
2703754,1581571003,1581645881,736872,223505,1204120,1391,REGISTERED,,,[]
2706973,1581602834,1581645890,441290,223505,1204120,1391,REGISTERED,,,[]
2709137,1581606382,1658535547,1264571,223505,1204120,1391,REGISTERED,True,,[]
2713781,1581615700,1581645899,1266951,223505,1204120,1391,REGISTERED,,,[]
2714259,1581616708,1658535549,558151,223505,1204120,1391,REGISTERED,True,,[]
2492646,1580937124,1580954091,1175633,223881,1204988,1391,CANCELLED,,,[]
2492647,1580937124,1580954082,1175633,223881,1204989,1391,CANCELLED,,,[]
2492648,1580937124,1580954063,1175633,223881,1204992,1391,CANCELLED,,,[]
2492649,1580937124,1580954075,1175633,223881,1204990,1391,CANCELLED,,,[]
2492650,1580937124,1580954070,1175633,223881,1204991,1391,CANCELLED,,,[]
2492651,1580937124,1580954052,1175633,223881,1204993,1391,CANCELLED,,,[]
2492652,1580937124,1580954009,1175633,223881,1204994,1391,CANCELLED,,,[]
2492653,1580937124,1580954134,1175633,223881,1204995,1391,CANCELLED,,,[]
2494941,1580943105,1581356054,1176351,223881,1204988,1391,CANCELLED,,,[]
2494942,1580943105,1585617101,1176351,223881,1204989,1391,CONFIRMED,True,,[]
2495916,1580945632,1585617053,278021,223881,1204988,1391,CONFIRMED,True,,[]
2495917,1580945632,1585617067,278021,223881,1204989,1391,CONFIRMED,True,,[]
2495918,1580945633,1585099840,278021,223881,1204994,1391,REGISTERED,True,,[]
2495919,1580945633,1585705562,278021,223881,1204995,1391,CONFIRMED,True,,[]
2513474,1581010091,1585617055,791178,223881,1204988,1391,CONFIRMED,False,,[]
2513475,1581010091,1585617114,791178,223881,1204989,1391,REGISTERED,False,,[]
2513637,1581010535,1585617044,619641,223881,1204988,1391,REGISTERED,False,,[]
2513638,1581010535,1585617108,619641,223881,1204990,1391,REGISTERED,False,,[]
2514409,1581012541,1585617065,467354,223881,1204988,1391,CONFIRMED,True,,[]
2514410,1581012541,1585617031,467354,223881,1204989,1391,REGISTERED,True,,[]
2531040,1581048188,1581382739,501254,223881,1204988,1391,CANCELLED,,,[]
2531041,1581048188,1581961523,501254,223881,1204989,1391,CANCELLED,,,[]
2531042,1581048188,1585617092,501254,223881,1204990,1391,REGISTERED,False,,[]
2531043,1581048188,1585617043,501254,223881,1204991,1391,REGISTERED,False,,[]
2531044,1581048188,1585617212,501254,223881,1204992,1391,REGISTERED,False,,[]
2531045,1581048188,1584426303,501254,223881,1204993,1391,CANCELLED,,,[]
2531046,1581048188,1584426345,501254,223881,1204994,1391,CANCELLED,,,[]
2531047,1581048188,1584426336,501254,223881,1204995,1391,CANCELLED,,,[]
2556923,1581121984,1585617062,1199030,223881,1204988,1391,REGISTERED,False,,[]
2556924,1581121984,1585617069,1199030,223881,1204989,1391,REGISTERED,False,,[]
2556925,1581121984,1585617037,1199030,223881,1204991,1391,REGISTERED,False,,[]
2556926,1581121984,1583803830,1199030,223881,1204992,1391,REGISTERED,,,[]
2556927,1581121984,1585099802,1199030,223881,1204994,1391,REGISTERED,,,[]
2556928,1581121984,1585704609,1199030,223881,1204995,1391,REGISTERED,,,[]
2617522,1581313405,1581460039,638698,223881,1204988,1391,CANCELLED,,,[]
2639331,1581397052,1581437349,714399,223881,1204988,1391,CANCELLED,,,[]
2644906,1581437386,1585617032,714399,223881,1204989,1391,CONFIRMED,True,,[]
2645907,1581440077,1583803831,1233824,223881,1204992,1391,REGISTERED,,,[]
2815555,1581828687,1581959160,141122,223881,1204989,1391,CANCELLED,,,[]
2853182,1581959455,1585617122,141122,223881,1204990,1391,CONFIRMED,True,,[]
2982744,1582249203,1582564387,1387643,223881,1204990,1391,CANCELLED,,,[]
2982745,1582249203,1583088045,1387643,223881,1204991,1391,CANCELLED,,,[]
3061976,1582401316,1583245673,1117689,223881,1204991,1391,CANCELLED,,,[]
3276003,1582820599,1583082877,45287,223881,1204991,1391,CANCELLED,,,[]
3276004,1582820599,1582820776,45287,223881,1204992,1391,CANCELLED,,,[]
3507071,1583202974,1583803839,1342286,223881,1204992,1391,REGISTERED,,,[]
3507072,1583202974,1584366236,1342286,223881,1204993,1391,CANCELLED,,,[]
3671078,1583642817,1583803865,969348,223881,1204992,1391,REGISTERED,,,[]
3671079,1583642817,1585704612,969348,223881,1204995,1391,REGISTERED,,,[]
3763981,1584251127,1584495023,1082249,223881,1204993,1391,REGISTERED,,,[]
3763982,1584251127,1585704613,1082249,223881,1204995,1391,REGISTERED,,,[]
3766644,1584294636,1584495024,317893,223881,1204993,1391,CONFIRMED,,,[]
3766645,1584294636,1585109346,317893,223881,1204994,1391,CONFIRMED,True,,[]
3772893,1584323773,1605722523,1048056,223881,1204993,1391,REGISTERED,True,,[]
3790372,1584545333,1605722525,1048056,223881,1204994,,CONFIRMED,False,,[]
3822724,1585060932,1585099811,1746709,223881,1204994,,REGISTERED,,,[]
2472118,1580851023,1605724403,818703,223882,1204996,1391,REGISTERED,True,,[]
2541374,1581096724,1581099021,467354,226842,1219825,1391,REGISTERED,,,[]
2735313,1581647319,1605724088,1278066,233660,1253654,1391,CONFIRMED,True,,[]
2794295,1581786313,1582095372,727184,233660,1253654,1391,CANCELLED,,,[]
2794339,1581786435,1605723138,1117689,233660,1253654,1391,CONFIRMED,True,,[]
2794468,1581786714,1605722525,1307736,233660,1253654,1391,CONFIRMED,True,,[]
2795639,1581789617,1605725046,506886,233660,1253654,1391,CONFIRMED,True,,[]
2868827,1581988580,1605723461,1341091,233660,1253654,1391,CONFIRMED,False,,[]
3021724,1582322894,1605724400,1176351,242090,1293086,1391,CONFIRMED,True,,[]
3056295,1582395630,1605722844,613335,242090,1293086,1391,CONFIRMED,True,,[]
3056296,1582395630,1605725574,613335,242090,1303208,1391,CONFIRMED,True,,[]
3122088,1582553434,1582682659,212705,242090,1293086,1391,REGISTERED,,,[]
3122089,1582553434,1605723462,212705,242090,1303208,1391,REGISTERED,False,,[]
3122123,1582553503,1605722844,1176351,242090,1303208,1391,CONFIRMED,True,,[]
3122149,1582553578,1605723465,1446613,242090,1303208,1391,CONFIRMED,True,,[]
3122229,1582553900,1605724703,278021,242090,1293086,1391,CONFIRMED,True,,[]
3146931,1582588850,1605722841,1456740,242090,1293086,1391,CONFIRMED,False,,[]
3147033,1582588969,1605725403,1456740,242090,1303208,1391,CONFIRMED,False,,[]
3150601,1582592915,1605722527,1458150,242090,1293086,1391,CONFIRMED,False,,[]
3150671,1582593016,1605725085,1458150,242090,1303208,1391,CONFIRMED,False,,[]
3151395,1582593930,1605722525,1458501,242090,1293086,1391,CONFIRMED,True,,[]
3151396,1582593930,1605723139,1458501,242090,1303208,1391,CONFIRMED,True,,[]
3151812,1582594398,1605722525,226290,242090,1303208,1391,REGISTERED,True,,[]
3158758,1582603993,1605722841,1461375,242090,1293086,1391,REGISTERED,False,,[]
3158759,1582603993,1605722526,1461375,242090,1303208,1391,REGISTERED,False,,[]
3165803,1582644029,1605722524,1199030,242090,1293086,1391,REGISTERED,False,,[]
3165804,1582644029,1605728982,1199030,242090,1303208,1391,REGISTERED,False,,[]
3166231,1582645063,1605723778,278021,242090,1303208,1391,CONFIRMED,True,,[]
3215774,1582740051,1605724090,714399,251748,1333916,1391,CONFIRMED,True,,[]
3309402,1582849894,1605722530,226290,251748,1333916,1391,CONFIRMED,True,,[]
3314080,1582852802,1605722845,1342286,251748,1333916,1391,CONFIRMED,True,,[]
3323476,1582860347,1605722846,136243,251748,1333916,1391,REGISTERED,False,,[]
3350003,1582913097,1583169323,896377,251748,1333916,1391,CANCELLED,,,[]
3350082,1582913131,1605722846,191570,251748,1333916,1391,CONFIRMED,True,,[]
3350181,1582913161,1605723782,278021,251748,1333916,1391,CONFIRMED,True,,[]
3350282,1582913191,1605725559,1458501,251748,1333916,1391,CONFIRMED,True,,[]
3350364,1582913214,1605725172,1307736,251748,1333916,1391,REGISTERED,True,,[]
3350502,1582913251,1583189966,1588862,251748,1333916,1391,CANCELLED,,,[]
3394619,1582982996,1583343013,467354,254920,1347078,1391,CONFIRMED,,,[]
3728027,1583938969,1583941207,1667756,254920,1347078,,REGISTERED,,,[]
3728193,1583940417,1583942417,671915,254920,1347078,1391,REGISTERED,,,[]
3600627,1583448828,1605724703,45287,257267,1357474,1391,CANCELLED,,,[]
3639547,1583542832,1605724403,1342286,257267,1357474,1391,CONFIRMED,True,,[]
3670140,1583638394,1605722843,41710,257267,1357474,1391,REGISTERED,False,,[]
3680768,1583692205,1605722527,714399,257267,1357474,1391,CONFIRMED,True,,[]
3680785,1583692238,1605725898,278021,257267,1357474,1391,CONFIRMED,True,,[]
3680806,1583692305,1583803871,1588862,257267,1357474,1391,REGISTERED,,,[]
3680832,1583692370,1583803871,1458501,257267,1357474,1391,CONFIRMED,,,[]
3680876,1583692479,1605722525,141122,257267,1357474,1391,REGISTERED,True,,[]
3680913,1583692566,1583803871,1199030,257267,1357474,1391,REGISTERED,,,[]
3680928,1583692598,1583803872,1233824,257267,1357474,1391,CONFIRMED,,,[]
3680940,1583692646,1605722525,969348,257267,1357474,1391,REGISTERED,True,,[]
3680976,1583692710,1583803872,1117689,257267,1357474,1391,REGISTERED,,,[]
3682879,1583697749,1605723461,191570,257267,1357474,1391,CONFIRMED,True,,[]
3682894,1583697803,1605724767,214326,257267,1357474,1391,CONFIRMED,True,,[]
3563016,1583355864,1583425807,467354,258094,1361463,1391,REGISTERED,,,[]
3600123,1583447803,1583449804,45287,258094,1361463,1391,REGISTERED,,,[]
3605076,1583457376,1583459401,1691616,258094,1361463,1391,REGISTERED,,,[]
3605154,1583457483,1583459401,390464,258094,1361463,1391,REGISTERED,,,[]
3671480,1583645518,1584284746,1721000,258094,1361470,1391,CANCELLED,,,[]
3671542,1583645832,1583937007,1291876,258094,1361467,1391,REGISTERED,,,[]
3681418,1583693968,1583782223,25306,258094,1361465,1391,REGISTERED,,,[]
3715233,1583860918,1583863329,763779,258094,1361466,,REGISTERED,,,[]
3723345,1583891326,1584207004,171818,258094,1361469,1391,REGISTERED,,,[]
3723346,1583891326,1584284746,171818,258094,1361470,1391,CANCELLED,,,[]
3734340,1583977022,1584055807,1198589,258094,1361468,1391,REGISTERED,,,[]
3790369,1584545312,1584711008,1048056,258094,1385923,,REGISTERED,,,[]
3805689,1584725314,1584727310,1048056,258094,1385923,,REGISTERED,,,[]
3593312,1583434110,1605722531,793462,258619,1364913,1391,CONFIRMED,True,,[]
3593770,1583435083,1583640062,467354,258619,1364913,1391,CONFIRMED,True,,[]
3593999,1583435714,1583638206,278478,258619,1364913,1391,REGISTERED,,,[]
3601375,1583450569,1605722534,171818,258619,1364913,1391,CONFIRMED,False,,[]
3601854,1583451647,1605722531,1115157,258619,1364913,1391,REGISTERED,False,,[]
3602233,1583452162,1605726983,944467,258619,1364913,1391,REGISTERED,True,,[]
3602240,1583452168,1583638206,1521937,258619,1364913,1391,REGISTERED,,,[]
3602252,1583452178,1605722533,1076225,258619,1364913,1391,CONFIRMED,True,,[]
3602337,1583452286,1583638207,385459,258619,1364913,1391,REGISTERED,,,[]
3602399,1583452367,1583638207,1594368,258619,1364913,1391,REGISTERED,,,[]
3604367,1583455987,1605727190,33249,258619,1364913,1391,REGISTERED,False,,[]
3604400,1583456046,1583638208,585216,258619,1364913,1391,REGISTERED,,,[]
3604419,1583456103,1583638208,29058,258619,1364913,1391,REGISTERED,,,[]
3604504,1583456240,1605726411,1406885,258619,1364913,1391,REGISTERED,True,,[]
3604651,1583456508,1605723782,22467,258619,1364913,1391,REGISTERED,False,,[]
3604752,1583456745,1583638208,390464,258619,1364913,1391,REGISTERED,,,[]
3604785,1583456843,1583638208,747528,258619,1364913,1391,REGISTERED,,,[]
3604924,1583457110,1605722530,1691616,258619,1364913,1391,REGISTERED,False,,[]
3605277,1583457645,1605724757,386597,258619,1364913,1391,CONFIRMED,True,,[]
3605540,1583457966,1605723144,527021,258619,1364913,1391,REGISTERED,True,,[]
3607793,1583460854,1605726515,919006,258619,1364913,1391,REGISTERED,False,,[]
3608790,1583462286,1583638208,574507,258619,1364913,1391,REGISTERED,,,[]
3609062,1583462651,1605722845,746774,258619,1364913,1391,REGISTERED,False,,[]
3609137,1583462778,1583638209,1245851,258619,1364913,1391,REGISTERED,,,[]
3612729,1583472980,1583638209,1571558,258619,1364913,1391,REGISTERED,,,[]
3620415,1583507266,1605722531,744889,258619,1364913,1391,REGISTERED,True,,[]
3622113,1583508415,1605723142,386572,258619,1364913,1391,CONFIRMED,True,,[]
3627029,1583519120,1583638209,623120,258619,1364913,1391,REGISTERED,,,[]
3630082,1583526047,1605725604,994223,258619,1364913,1391,REGISTERED,False,,[]
3630629,1583527376,1605723141,1380938,258619,1364913,1391,REGISTERED,True,,[]
3632466,1583530624,1605722845,1198589,258619,1364913,1391,CONFIRMED,True,,[]
3634145,1583533554,1605724402,179658,258619,1364913,1391,REGISTERED,False,,[]
3635615,1583536437,1583638211,389457,258619,1364913,1391,REGISTERED,,,[]
3635616,1583536444,1605724088,1705799,258619,1364913,1391,REGISTERED,True,,[]
3641908,1583547893,1605722531,540047,258619,1364913,1391,REGISTERED,False,,[]
3642726,1583549406,1605722530,638641,258619,1364913,1391,CONFIRMED,True,,[]
3643194,1583550528,1605722532,1708999,258619,1364913,1391,REGISTERED,False,,[]
3644958,1583555328,1605722845,143157,258619,1364913,1391,REGISTERED,False,,[]
3649191,1583591295,1605723142,1007161,258619,1364913,1391,REGISTERED,False,,[]
3649462,1583592289,1583638216,345901,258619,1364913,1391,REGISTERED,,,[]
3649670,1583592981,1605723464,881980,258619,1364913,1391,REGISTERED,False,,[]
3649968,1583593827,1583638216,181319,258619,1364913,1391,REGISTERED,,,[]
3651297,1583597197,1605722533,386317,258619,1364913,1391,REGISTERED,False,,[]
3654652,1583604336,1583638217,1707430,258619,1364913,1391,REGISTERED,,,[]
3654827,1583604587,1583638217,1640988,258619,1364913,1391,REGISTERED,,,[]
3655237,1583605395,1583638217,536595,258619,1364913,1391,REGISTERED,,,[]
3655693,1583606261,1583638217,1112882,258619,1364913,1391,REGISTERED,,,[]
3656071,1583607013,1605722530,1472777,258619,1364913,1391,REGISTERED,False,,[]
3657610,1583609673,1605724089,1715492,258619,1364913,1391,REGISTERED,True,,[]
3657795,1583610100,1583638217,912251,258619,1364913,1391,REGISTERED,,,[]
3658133,1583610549,1583638218,1191987,258619,1364913,1391,REGISTERED,,,[]
3658171,1583610646,1605722534,226956,258619,1364913,1391,REGISTERED,True,,[]
3658186,1583610690,1605725395,735621,258619,1364913,1391,REGISTERED,True,,[]
3658441,1583611206,1583638218,737964,258619,1364913,1391,REGISTERED,,,[]
3658447,1583611212,1605722528,1043866,258619,1364913,1391,REGISTERED,True,,[]
3658596,1583611462,1583631066,187390,258619,1364913,1391,CANCELLED,,,[]
3658671,1583611602,1583638218,409703,258619,1364913,1391,REGISTERED,,,[]
3658680,1583611613,1605722532,553584,258619,1364913,1391,REGISTERED,True,,[]
3658778,1583611777,1583638219,897444,258619,1364913,1391,REGISTERED,,,[]
3658819,1583611865,1605725003,335907,258619,1364913,1391,REGISTERED,False,,[]
3658824,1583611880,1605722533,1715934,258619,1364913,1391,REGISTERED,False,,[]
3658831,1583611897,1583638219,865606,258619,1364913,1391,REGISTERED,,,[]
3658851,1583611948,1583638219,219690,258619,1364913,1391,REGISTERED,,,[]
3658853,1583611950,1583638219,615246,258619,1364913,1391,REGISTERED,,,[]
3658856,1583611952,1605725141,563316,258619,1364913,1391,REGISTERED,False,,[]
3658876,1583611974,1583638219,632583,258619,1364913,1391,REGISTERED,,,[]
3658892,1583612009,1583638220,1715960,258619,1364913,1391,REGISTERED,,,[]
3658902,1583612033,1583638375,483185,258619,1364913,1391,REGISTERED,,,[]
3658903,1583612040,1605722532,386763,258619,1364913,1391,REGISTERED,False,,[]
3658944,1583612090,1583638220,587579,258619,1364913,1391,REGISTERED,,,[]
3658948,1583612096,1583638220,358088,258619,1364913,1391,REGISTERED,,,[]
3658964,1583612118,1605724405,387905,258619,1364913,1391,REGISTERED,False,,[]
3658973,1583612137,1605722530,641082,258619,1364913,1391,REGISTERED,True,,[]
3659026,1583612199,1605724404,248460,258619,1364913,1391,REGISTERED,True,,[]
3659068,1583612279,1605722532,475560,258619,1364913,1391,REGISTERED,True,,[]
3659098,1583612349,1605722533,41710,258619,1364913,1391,REGISTERED,True,,[]
3659134,1583612397,1605722531,1311874,258619,1364913,1391,REGISTERED,True,,[]
3659137,1583612402,1583638221,1643391,258619,1364913,1391,REGISTERED,,,[]
3659158,1583612430,1605722529,1716072,258619,1364913,1391,REGISTERED,False,,[]
3659186,1583612475,1583638221,1148260,258619,1364913,1391,REGISTERED,,,[]
3659213,1583612514,1605727434,354311,258619,1364913,1391,REGISTERED,False,,[]
3659239,1583612567,1583638222,407348,258619,1364913,1391,REGISTERED,,,[]
3659248,1583612594,1583638222,150684,258619,1364913,1391,REGISTERED,,,[]
3659255,1583612602,1605724704,507067,258619,1364913,1391,REGISTERED,True,,[]
3659268,1583612629,1583638222,1716134,258619,1364913,1391,REGISTERED,,,[]
3659308,1583612694,1583638222,884273,258619,1364913,1391,REGISTERED,,,[]
3659345,1583612746,1583638222,271638,258619,1364913,1391,REGISTERED,,,[]
3659351,1583612749,1583638222,481597,258619,1364913,1391,REGISTERED,,,[]
3659373,1583612794,1583638223,1716179,258619,1364913,1391,REGISTERED,,,[]
3659380,1583612817,1605722529,174232,258619,1364913,1391,REGISTERED,False,,[]
3659478,1583612980,1583638223,134031,258619,1364913,1391,REGISTERED,,,[]
3659481,1583612983,1605722529,453792,258619,1364913,1391,REGISTERED,True,,[]
3659483,1583612994,1583638223,1716219,258619,1364913,1391,REGISTERED,,,[]
3659524,1583613090,1605725721,1115185,258619,1364913,1391,REGISTERED,True,,[]
3659611,1583613245,1605725391,318085,258619,1364913,1391,REGISTERED,False,,[]
3659624,1583613271,1605725399,528397,258619,1364913,1391,REGISTERED,True,,[]
3659646,1583613320,1605724090,660505,258619,1364913,1391,REGISTERED,True,,[]
3659689,1583613464,1605724753,331540,258619,1364913,1391,REGISTERED,True,,[]
3659710,1583613497,1583638224,1716317,258619,1364913,1391,REGISTERED,,,[]
3659749,1583613564,1583638225,1716331,258619,1364913,1391,REGISTERED,,,[]
3659755,1583613575,1583638225,185651,258619,1364913,1391,REGISTERED,,,[]
3659768,1583613629,1583638225,984700,258619,1364913,1391,REGISTERED,,,[]
3659879,1583613717,1583638225,1716355,258619,1364913,1391,REGISTERED,,,[]
3660031,1583613968,1583638225,53160,258619,1364913,1391,REGISTERED,,,[]
